web-scraper-order,web-scraper-start-url,URL,URL-href,abstract,citations
"1707252153-11","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","The Hippo kinases LATS1 and 2 control human breast cell fate via crosstalk with ERα","https://www.nature.com/articles/nature20829","Cell fate perturbations underlie many human diseases, including breast cancer1,2. Unfortunately, the mechanisms by which breast cell fate are regulated are largely unknown. The mammary gland epithelium consists of differentiated luminal epithelial and basal myoepithelial cells, as well as undifferentiated stem cells and more restricted progenitors3,4. Breast cancer originates from this epithelium, but the molecular mechanisms that underlie breast epithelial hierarchy remain ill-defined. Here, we use a high-content confocal image-based short hairpin RNA screen to identify tumour suppressors that regulate breast cell fate in primary human breast epithelial cells. We show that ablation of the large tumour suppressor kinases (LATS) 1 and 2 (refs 5, 6), which are part of the Hippo pathway, promotes the luminal phenotype and increases the number of bipotent and luminal progenitors, the proposed cells-of-origin of most human breast cancers. Mechanistically, we have identified a direct interaction between Hippo and oestrogen receptor-α (ERα) signalling. In the presence of LATS, ERα was targeted for ubiquitination and Ddb1–cullin4-associated-factor 1 (DCAF1)-dependent proteasomal degradation. Absence of LATS stabilized ERα and the Hippo effectors YAP and TAZ (hereafter YAP/TAZ), which together control breast cell fate through intrinsic and paracrine mechanisms. Our findings reveal a non-canonical (that is, YAP/TAZ-independent) effect of LATS in the regulation of human breast cell fate.","99 Citations"
"1707252156-12","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","Breeding site sampling across the Arctic by individual males of a polygynous shorebird","https://www.nature.com/articles/nature20813","Males of many polygynous species compete for access to fertile females without providing them with resources other than sperm and without investing in care for the offspring (male dominance polygyny)1,2,3,4. In such systems, local competition for access to females is intense and typically only a few males obtain matings, leading to strong sexual selection2,4,5. Sampling multiple breeding areas could then provide a mechanism for males to increase their chances to reproduce. However, little is known about such sampling behaviour and about the spatial scale at which males compete6,7,8. Here we show that most males of a migratory, polygynous shorebird, the pectoral sandpiper (Calidris melanotos)9,10, that arrived at a known breeding location in northern Alaska9 subsequently moved through a considerable part of the entire species’ breeding range (up to 13,045 km in a four-week period), sampling as many as 23 additional potential breeding sites. Our data suggest that males do not have a final breeding destination after migration from their wintering quarters, but make nomadic movements that are probably not a consequence of breeding failure. Tenure, the duration of stay at a site, correlated strongly with the number of breeding females at the site, suggesting that decisions to leave are dependent on local mating opportunities. Nomadic movements may allow males to display and sire offspring at multiple sites within a single breeding season. Sexual selection may then favour high-performance males that are able to reduce sleep to compete locally9 and to fly long distances between breeding sites, leading to a population with unrestricted interbreeding and without local adaptation and speciation.","38 Citations"
"1707252159-13","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","Genomic hallmarks of localized, non-indolent prostate cancer","https://www.nature.com/articles/nature20788","","382 Citations"
"1707252162-14","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","Asgard archaea illuminate the origin of eukaryotic cellular complexity","https://www.nature.com/articles/nature21031","","662 Citations"
"1707252165-15","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","High-spatial-resolution mapping of catalytic reactions on single particles","https://www.nature.com/articles/nature20795","The critical role in surface reactions and heterogeneous catalysis of metal atoms with low coordination numbers, such as found at atomic steps and surface defects, is firmly established1,2. But despite the growing availability of tools that enable detailed in situ characterization3, so far it has not been possible to document this role directly. Surface properties can be mapped with high spatial resolution, and catalytic conversion can be tracked with a clear chemical signature; however, the combination of the two, which would enable high-spatial-resolution detection of reactions on catalytic surfaces, has rarely been achieved. Single-molecule fluorescence spectroscopy has been used to image and characterize single turnover sites at catalytic surfaces4,5, but is restricted to reactions that generate highly fluorescing product molecules. Herein the chemical conversion of N-heterocyclic carbene molecules attached to catalytic particles is mapped using synchrotron-radiation-based infrared nanospectroscopy6,7 with a spatial resolution of 25 nanometres, which enabled particle regions that differ in reactivity to be distinguished. These observations demonstrate that, compared to the flat regions on top of the particles, the peripheries of the particles—which contain metal atoms with low coordination numbers—are more active in catalysing oxidation and reduction of chemically active groups in surface-anchored N-heterocyclic carbene molecules.","176 Citations"
"1707252168-16","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","Age, extent and carbon storage of the central Congo Basin peatland complex","https://www.nature.com/articles/nature21048","Peatlands are carbon-rich ecosystems that cover just three per cent of Earth’s land surface1, but store one-third of soil carbon2. Peat soils are formed by the build-up of partially decomposed organic matter under waterlogged anoxic conditions. Most peat is found in cool climatic regions where unimpeded decomposition is slower, but deposits are also found under some tropical swamp forests2,3. Here we present field measurements from one of the world’s most extensive regions of swamp forest, the Cuvette Centrale depression in the central Congo Basin4. We find extensive peat deposits beneath the swamp forest vegetation (peat defined as material with an organic matter content of at least 65 per cent to a depth of at least 0.3 metres). Radiocarbon dates indicate that peat began accumulating from about 10,600 years ago, coincident with the onset of more humid conditions in central Africa at the beginning of the Holocene5. The peatlands occupy large interfluvial basins, and seem to be largely rain-fed and ombrotrophic-like (of low nutrient status) systems. Although the peat layer is relatively shallow (with a maximum depth of 5.9 metres and a median depth of 2.0 metres), by combining in situ and remotely sensed data, we estimate the area of peat to be approximately 145,500 square kilometres (95 per cent confidence interval of 131,900–156,400 square kilometres), making the Cuvette Centrale the most extensive peatland complex in the tropics. This area is more than five times the maximum possible area reported for the Congo Basin in a recent synthesis of pantropical peat extent2. We estimate that the peatlands store approximately 30.6 petagrams (30.6 × 1015 grams) of carbon belowground (95 per cent confidence interval of 6.3–46.8 petagrams of carbon)—a quantity that is similar to the above-ground carbon stocks of the tropical forests of the entire Congo Basin6. Our result for the Cuvette Centrale increases the best estimate of global tropical peatland carbon stocks by 36 per cent, to 104.7 petagrams of carbon (minimum estimate of 69.6 petagrams of carbon; maximum estimate of 129.8 petagrams of carbon2). This stored carbon is vulnerable to land-use change and any future reduction in precipitation7,8.","384 Citations"
"1707252172-17","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","Microenvironmental autophagy promotes tumour growth","https://www.nature.com/articles/nature20815","As malignant tumours develop, they interact intimately with their microenvironment and can activate autophagy1, a catabolic process which provides nutrients during starvation. How tumours regulate autophagy in vivo and whether autophagy affects tumour growth is controversial2. Here we demonstrate, using a well characterized Drosophila melanogaster malignant tumour model3,4, that non-cell-autonomous autophagy is induced both in the tumour microenvironment and systemically in distant tissues. Tumour growth can be pharmacologically restrained using autophagy inhibitors, and early-stage tumour growth and invasion are genetically dependent on autophagy within the local tumour microenvironment. Induction of autophagy is mediated by Drosophila tumour necrosis factor and interleukin-6-like signalling from metabolically stressed tumour cells, whereas tumour growth depends on active amino acid transport. We show that dormant growth-impaired tumours from autophagy-deficient animals reactivate tumorous growth when transplanted into autophagy-proficient hosts. We conclude that transformed cells engage surrounding normal cells as active and essential microenvironmental contributors to early tumour growth through nutrient-generating autophagy.","320 Citations"
"1707252174-18","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","Cryo-EM structure of a human spliceosome activated for step 2 of splicing","https://www.nature.com/articles/nature21079","","179 Citations"
"1707252178-19","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","Translation from unconventional 5′ start sites drives tumour initiation","https://www.nature.com/articles/nature21036","","224 Citations"
"1707252181-20","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","PLA2G16 represents a switch between entry and clearance of Picornaviridae","https://www.nature.com/articles/nature21032","Picornaviruses are a leading cause of human and veterinary infections that result in various diseases, including polio and the common cold. As archetypical non-enveloped viruses, their biology has been extensively studied1. Although a range of different cell-surface receptors are bound by different picornaviruses2,3,4,5,6,7, it is unclear whether common host factors are needed for them to reach the cytoplasm. Using genome-wide haploid genetic screens, here we identify the lipid-modifying enzyme PLA2G16 (refs 8, 9, 10, 11) as a picornavirus host factor that is required for a previously unknown event in the viral life cycle. We find that PLA2G16 functions early during infection, enabling virion-mediated genome delivery into the cytoplasm, but not in any virion-assigned step, such as cell binding, endosomal trafficking or pore formation. To resolve this paradox, we screened for suppressors of the ΔPLA2G16 phenotype and identified a mechanism previously implicated in the clearance of intracellular bacteria12. The sensor of this mechanism, galectin-8 (encoded by LGALS8), detects permeated endosomes and marks them for autophagic degradation, whereas PLA2G16 facilitates viral genome translocation and prevents clearance. This study uncovers two competing processes triggered by virus entry: activation of a pore-activated clearance pathway and recruitment of a phospholipase to enable genome release.","146 Citations"
"1707252184-21","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=41","Structural basis for nutrient acquisition by dominant members of the human gut microbiota","https://www.nature.com/articles/nature20828","The human large intestine is populated by a high density of microorganisms, collectively termed the colonic microbiota1, which has an important role in human health and nutrition2. The survival of microbiota members from the dominant Gram-negative phylum Bacteroidetes depends on their ability to degrade dietary glycans that cannot be metabolized by the host3. The genes encoding proteins involved in the degradation of specific glycans are organized into co-regulated polysaccharide utilization loci4,5,6,7,8, with the archetypal locus sus (for starch utilisation system) encoding seven proteins, SusA–SusG8,9,10. Glycan degradation mainly occurs intracellularly and depends on the import of oligosaccharides by an outer membrane protein complex composed of an extracellular SusD-like lipoprotein and an integral membrane SusC-like TonB-dependent transporter4,5,6,7,11,12,13. The presence of the partner SusD-like lipoprotein is the major feature that distinguishes SusC-like proteins from previously characterized TonB-dependent transporters. Many sequenced gut Bacteroides spp. encode over 100 SusCD pairs, of which the majority have unknown functions and substrate specificities3,8,14,15. The mechanism by which extracellular substrate binding by SusD proteins is coupled to outer membrane passage through their cognate SusC transporter is unknown. Here we present X-ray crystal structures of two functionally distinct SusCD complexes purified from Bacteroides thetaiotaomicron and derive a general model for substrate translocation. The SusC transporters form homodimers, with each β-barrel protomer tightly capped by SusD. Ligands are bound at the SusC–SusD interface in a large solvent-excluded cavity. Molecular dynamics simulations and single-channel electrophysiology reveal a ‘pedal bin’ mechanism, in which SusD moves away from SusC in a hinge-like fashion in the absence of ligand to expose the substrate-binding site to the extracellular milieu. These data provide mechanistic insights into outer membrane nutrient import by members of the microbiota, an area of major importance for understanding human–microbiota symbiosis.","144 Citations"
"1707252190-22","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=40","Integration of temporal and spatial patterning generates neural diversity","https://www.nature.com/articles/nature20794","","82 Citations"
"1707252193-23","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=40","Structural basis of co-translational quality control by ArfA and RF2 bound to ribosome","https://www.nature.com/articles/nature21053","Quality control mechanisms intervene appropriately when defective translation events occur, in order to preserve the integrity of protein synthesis. Rescue of ribosomes translating on messenger RNAs that lack stop codons is one of the co-translational quality control pathways. In many bacteria, ArfA recognizes stalled ribosomes and recruits the release factor RF2, which catalyses the termination of protein synthesis1,2,3. Although an induced-fit mechanism of nonstop mRNA surveillance mediated by ArfA and RF2 has been reported4, the molecular interaction between ArfA and RF2 in the ribosome that is responsible for the mechanism is unknown. Here we report an electron cryo-microscopy structure of ArfA and RF2 in complex with the 70S ribosome bound to a nonstop mRNA. The structure, which is consistent with our kinetic and biochemical data, reveals the molecular interactions that enable ArfA to specifically recruit RF2, not RF1, into the ribosome and to enable RF2 to release the truncated protein product in this co-translational quality control pathway. The positively charged C-terminal domain of ArfA anchors in the mRNA entry channel of the ribosome. Furthermore, binding of ArfA and RF2 induces conformational changes in the ribosomal decoding centre that are similar to those seen in other protein-involved decoding processes. Specific interactions between residues in the N-terminal domain of ArfA and RF2 help RF2 to adopt a catalytically competent conformation for peptide release. Our findings provide a framework for understanding recognition of the translational state of the ribosome by new proteins, and expand our knowledge of the decoding potential of the ribosome.","30 Citations"
"1707252196-24","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=40","The role of interfacial lipids in stabilizing membrane protein oligomers","https://www.nature.com/articles/nature20820","Oligomerization of membrane proteins in response to lipid binding has a critical role in many cell-signalling pathways1 but is often difficult to define2 or predict3. Here we report the development of a mass spectrometry platform to determine simultaneously the presence of interfacial lipids and oligomeric stability and to uncover how lipids act as key regulators of membrane-protein association. Evaluation of oligomeric strength for a dataset of 125 α-helical oligomeric membrane proteins reveals an absence of interfacial lipids in the mass spectra of 12 membrane proteins with high oligomeric stability. For the bacterial homologue of the eukaryotic biogenic transporters (LeuT4, one of the proteins with the lowest oligomeric stability), we found a precise cohort of lipids within the dimer interface. Delipidation, mutation of lipid-binding sites or expression in cardiolipin-deficient Escherichia coli abrogated dimer formation. Molecular dynamics simulation revealed that cardiolipin acts as a bidentate ligand, bridging across subunits. Subsequently, we show that for the Vibrio splendidus sugar transporter SemiSWEET5, another protein with low oligomeric stability, cardiolipin shifts the equilibrium from monomer to functional dimer. We hypothesized that lipids are essential for dimerization of the Na+/H+ antiporter NhaA from E. coli, which has the lowest oligomeric strength, but not for the substantially more stable homologous Thermus thermophilus protein NapA. We found that lipid binding is obligatory for dimerization of NhaA, whereas NapA has adapted to form an interface that is stable without lipids. Overall, by correlating interfacial strength with the presence of interfacial lipids, we provide a rationale for understanding the role of lipids in both transient and stable interactions within a range of α-helical membrane proteins, including G-protein-coupled receptors.","285 Citations"
"1707252199-25","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=40","Structure of a spliceosome remodelled for exon ligation","https://www.nature.com/articles/nature21078","The spliceosome excises introns from pre-mRNAs in two sequential transesterifications—branching and exon ligation1—catalysed at a single catalytic metal site in U6 small nuclear RNA (snRNA)2,3. Recently reported structures of the spliceosomal C complex4,5 with the cleaved 5′ exon and lariat–3′-exon bound to the catalytic centre revealed that branching-specific factors such as Cwc25 lock the branch helix into position for nucleophilic attack of the branch adenosine at the 5′ splice site. Furthermore, the ATPase Prp16 is positioned to bind and translocate the intron downstream of the branch point to destabilize branching-specific factors and release the branch helix from the active site4. Here we present, at 3.8 Å resolution, the cryo-electron microscopy structure of a Saccharomyces cerevisiae spliceosome stalled after Prp16-mediated remodelling but before exon ligation. While the U6 snRNA catalytic core remains firmly held in the active site cavity of Prp8 by proteins common to both steps, the branch helix has rotated by 75° compared to the C complex and is stabilized in a new position by Prp17, Cef1 and the reoriented Prp8 RNase H-like domain. This rotation of the branch helix removes the branch adenosine from the catalytic core, creates a space for 3′ exon docking, and restructures the pairing of the 5′ splice site with the U6 snRNA ACAGAGA region. Slu7 and Prp18, which promote exon ligation, bind together to the Prp8 RNase H-like domain. The ATPase Prp22, bound to Prp8 in place of Prp16, could interact with the 3′ exon, suggesting a possible basis for mRNA release after exon ligation6,7. Together with the structure of the C complex4, our structure of the C* complex reveals the two major conformations of the spliceosome during the catalytic stages of splicing.","126 Citations"
"1707252202-26","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2017&page=40","Hyoliths are Palaeozoic lophophorates","https://www.nature.com/articles/nature20804","Hyoliths are abundant and globally distributed ‘shelly’ fossils that appear early in the Cambrian period and can be found throughout the 280 million year span of Palaeozoic strata1,2. The ecological and evolutionary importance of this group has remained unresolved, largely because of their poorly constrained soft anatomy and idiosyncratic scleritome, which comprises an operculum, a conical shell and, in some taxa, a pair of lateral spines (helens)3,4,5. Since their first description over 175 years ago, hyoliths have most often been regarded as incertae sedis4,6, related to molluscs7,8 or assigned to their own phylum1,2. Here we examine over 1,500 specimens of the mid-Cambrian hyolith Haplophrentis from the Burgess Shale and Spence Shale Lagerstätten. We reconstruct Haplophrentis as a semi-sessile, epibenthic suspension feeder that could use its helens to elevate its tubular body above the sea floor3,9,10,11,12. Exceptionally preserved soft tissues include an extendable, gullwing-shaped, tentacle-bearing organ surrounding a central mouth, which we interpret as a lophophore, and a U-shaped digestive tract ending in a dorsolateral anus. Together with opposing bilateral sclerites and a deep ventral visceral cavity, these features indicate an affinity with the lophophorates (brachiopods, phoronids and tommotiids), substantially increasing the morphological disparity of this prominent group.","77 Citations"
