web-scraper-order,web-scraper-start-url,URL,URL-href,abstract,citations
"1707246927-11","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=46","Exploring 4D quantum Hall physics with a 2D topological charge pump","https://www.nature.com/articles/nature25000","","277 Citations"
"1707246934-12","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","MicroRNAs from the parasitic plant Cuscuta campestris target host messenger RNAs","https://www.nature.com/articles/nature25027","","234 Citations"
"1707246938-13","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Structure of the complement C5a receptor bound to the extra-helical antagonist NDT9513727","https://www.nature.com/articles/nature25025","","92 Citations"
"1707246941-14","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Acoustic reporter genes for noninvasive imaging of microorganisms in mammalian hosts","https://www.nature.com/articles/nature25021","","216 Citations"
"1707246945-15","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Photonic topological boundary pumping as a probe of 4D quantum Hall physics","https://www.nature.com/articles/nature25011","","313 Citations"
"1707246948-16","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Mean global ocean temperatures during the last glacial transition","https://www.nature.com/articles/nature25152","Little is known about the ocean temperature’s long-term response to climate perturbations owing to limited observations and a lack of robust reconstructions. Although most of the anthropogenic heat added to the climate system has been taken up by the ocean up until now, its role in a century and beyond is uncertain. Here, using noble gases trapped in ice cores, we show that the mean global ocean temperature increased by 2.57 ± 0.24 degrees Celsius over the last glacial transition (20,000 to 10,000 years ago). Our reconstruction provides unprecedented precision and temporal resolution for the integrated global ocean, in contrast to the depth-, region-, organism- and season-specific estimates provided by other methods. We find that the mean global ocean temperature is closely correlated with Antarctic temperature and has no lead or lag with atmospheric CO2, thereby confirming the important role of Southern Hemisphere climate in global climate trends. We also reveal an enigmatic 700-year warming during the early Younger Dryas period (about 12,000 years ago) that surpasses estimates of modern ocean heat uptake.","114 Citations"
"1707246951-17","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Sooty mangabey genome sequence provides insight into AIDS resistance in a natural SIV host","https://www.nature.com/articles/nature25140","","44 Citations"
"1707246955-18","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","One-pot growth of two-dimensional lateral heterostructures via sequential edge-epitaxy","https://www.nature.com/articles/nature25155","","379 Citations"
"1707246958-19","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Structure of the glucagon receptor in complex with a glucagon analogue","https://www.nature.com/articles/nature25153","","96 Citations"
"1707246961-20","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","A large oxygen-dominated core from the seismic cartography of a pulsating white dwarf","https://www.nature.com/articles/nature25136","","76 Citations"
"1707246965-21","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Systems of mechanized and reactive droplets powered by multi-responsive surfactants","https://www.nature.com/articles/nature25137","","155 Citations"
"1707246968-22","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Pharmacological activation of REV-ERBs is lethal in cancer and oncogene-induced senescence","https://www.nature.com/articles/nature25170","","232 Citations"
"1707246972-23","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","High response rate to PD-1 blockade in desmoplastic melanomas","https://www.nature.com/articles/nature25187","","241 Citations"
"1707246975-24","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","A global map of travel time to cities to assess inequalities in accessibility in 2015","https://www.nature.com/articles/nature25181","","576 Citations"
"1707246979-25","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Warfare and wildlife declines in Africa’s protected areas","https://www.nature.com/articles/nature25194","","122 Citations"
"1707246983-26","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Paternal chromosome loss and metabolic crisis contribute to hybrid inviability in Xenopus","https://www.nature.com/articles/nature25188","","48 Citations"
"1707246987-27","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Architecture of a channel-forming O-antigen polysaccharide ABC transporter","https://www.nature.com/articles/nature25190","","74 Citations"
"1707246991-28","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","An extracellular network of Arabidopsis leucine-rich repeat receptor kinases","https://www.nature.com/articles/nature25184","","179 Citations"
"1707246994-29","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Neurexin controls plasticity of a mature, sexually dimorphic neuron","https://www.nature.com/articles/nature25192","During development and adulthood, brain plasticity is evident at several levels, from synaptic structure and function to the outgrowth of dendrites and axons. Whether and how sex impinges on neuronal plasticity is poorly understood. Here we show that the sex-shared GABA (γ-aminobutyric acid)-releasing DVB neuron in Caenorhabditis elegans displays experience-dependent and sexually dimorphic morphological plasticity, characterized by the stochastic and dynamic addition of multiple neurites in adult males. These added neurites enable synaptic rewiring of the DVB neuron and instruct a functional switch of the neuron that directly modifies a step of male mating behaviour. Both DVB neuron function and male mating behaviour can be altered by experience and by manipulation of postsynaptic activity. The outgrowth of DVB neurites is promoted by presynaptic neurexin and antagonized by postsynaptic neuroligin, revealing a non-conventional activity and mode of interaction of these conserved, human-disease-relevant factors.","53 Citations"
"1707246997-30","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","An extreme magneto-ionic environment associated with the fast radio burst source FRB 121102","https://www.nature.com/articles/nature25149","","331 Citations"
"1707247001-31","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=45","Bright triplet excitons in caesium lead halide perovskites","https://www.nature.com/articles/nature25147","","683 Citations"
"1707247008-32","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Rotation in [C ii]-emitting gas in two galaxies at a redshift of 6.8","https://www.nature.com/articles/nature24631","","133 Citations"
"1707247012-33","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","A rapid decrease in the rotation rate of comet 41P/Tuttle–Giacobini–Kresák","https://www.nature.com/articles/nature25150","","30 Citations"
"1707247016-34","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Observation of a phononic quadrupole topological insulator","https://www.nature.com/articles/nature25156","","660 Citations"
"1707247019-35","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","α-Klotho is a non-enzymatic molecular scaffold for FGF23 hormone signalling","https://www.nature.com/articles/nature25451","The ageing suppressor α-klotho binds to the fibroblast growth factor receptor (FGFR). This commits FGFR to respond to FGF23, a key hormone in the regulation of mineral ion and vitamin D homeostasis. The role and mechanism of this co-receptor are unknown. Here we present the atomic structure of a 1:1:1 ternary complex that consists of the shed extracellular domain of α-klotho, the FGFR1c ligand-binding domain, and FGF23. In this complex, α-klotho simultaneously tethers FGFR1c by its D3 domain and FGF23 by its C-terminal tail, thus implementing FGF23–FGFR1c proximity and conferring stability. Dimerization of the stabilized ternary complexes and receptor activation remain dependent on the binding of heparan sulfate, a mandatory cofactor of paracrine FGF signalling. The structure of α-klotho is incompatible with its purported glycosidase activity. Thus, shed α-klotho functions as an on-demand non-enzymatic scaffold protein that promotes FGF23 signalling.","315 Citations"
"1707247023-36","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Atomic structure of the eukaryotic intramembrane RAS methyltransferase ICMT","https://www.nature.com/articles/nature25439","","29 Citations"
"1707247027-37","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","A Myc enhancer cluster regulates normal and leukaemic haematopoietic stem cell hierarchies","https://www.nature.com/articles/nature25193","","208 Citations"
"1707247030-38","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Regulation of embryonic haematopoietic multipotency by EZH1","https://www.nature.com/articles/nature25435","","61 Citations"
"1707247035-39","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Midbrain circuits that set locomotor speed and gait selection","https://www.nature.com/articles/nature25448","Locomotion is a fundamental motor function common to the animal kingdom. It is implemented episodically and adapted to behavioural needs, including exploration, which requires slow locomotion, and escape behaviour, which necessitates faster speeds. The control of these functions originates in brainstem structures, although the neuronal substrate(s) that support them have not yet been elucidated. Here we show in mice that speed and gait selection are controlled by glutamatergic excitatory neurons (GlutNs) segregated in two distinct midbrain nuclei: the cuneiform nucleus (CnF) and the pedunculopontine nucleus (PPN). GlutNs in both of these regions contribute to the control of slower, alternating-gait locomotion, whereas only GlutNs in the CnF are able to elicit high-speed, synchronous-gait locomotion. Additionally, both the activation dynamics and the input and output connectivity matrices of GlutNs in the PPN and the CnF support explorative and escape locomotion, respectively. Our results identify two regions in the midbrain that act in conjunction to select context-dependent locomotor behaviours.","237 Citations"
"1707247038-40","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Monitoring T cell–dendritic cell interactions in vivo by intercellular enzymatic labelling","https://www.nature.com/articles/nature25442","","128 Citations"
"1707247042-41","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Structure and mutagenesis reveal essential capsid protein interactions for KSHV replication","https://www.nature.com/articles/nature25438","","36 Citations"
"1707247045-42","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Structures of β-klotho reveal a ‘zip code’-like mechanism for endocrine FGF signalling","https://www.nature.com/articles/nature25010","","142 Citations"
"1707247049-43","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Clonal evolution mechanisms in NT5C2 mutant-relapsed acute lymphoblastic leukaemia","https://www.nature.com/articles/nature25186","","80 Citations"
"1707247053-44","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Chromosomal instability drives metastasis through a cytosolic DNA response","https://www.nature.com/articles/nature25432","Chromosomal instability is a hallmark of cancer that results from ongoing errors in chromosome segregation during mitosis. Although chromosomal instability is a major driver of tumour evolution, its role in metastasis has not been established. Here we show that chromosomal instability promotes metastasis by sustaining a tumour cell-autonomous response to cytosolic DNA. Errors in chromosome segregation create a preponderance of micronuclei whose rupture spills genomic DNA into the cytosol. This leads to the activation of the cGAS–STING (cyclic GMP-AMP synthase–stimulator of interferon genes) cytosolic DNA-sensing pathway and downstream noncanonical NF-κB signalling. Genetic suppression of chromosomal instability markedly delays metastasis even in highly aneuploid tumour models, whereas continuous chromosome segregation errors promote cellular invasion and metastasis in a STING-dependent manner. By subverting lethal epithelial responses to cytosolic DNA, chromosomally unstable tumour cells co-opt chronic activation of innate immune pathways to spread to distant organs.","829 Citations"
"1707247056-45","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Structural basis of RNA polymerase III transcription initiation","https://www.nature.com/articles/nature25441","RNA polymerase (Pol) III transcribes essential non-coding RNAs, including the entire pool of transfer RNAs, the 5S ribosomal RNA and the U6 spliceosomal RNA, and is often deregulated in cancer cells. The initiation of gene transcription by Pol III requires the activity of the transcription factor TFIIIB to form a transcriptionally active Pol III preinitiation complex (PIC). Here we present electron microscopy reconstructions of Pol III PICs at 3.4–4.0 Å and a reconstruction of unbound apo-Pol III at 3.1 Å. TFIIIB fully encircles the DNA and restructures Pol III. In particular, binding of the TFIIIB subunit Bdp1 rearranges the Pol III-specific subunits C37 and C34, thereby promoting DNA opening. The unwound DNA directly contacts both sides of the Pol III cleft. Topologically, the Pol III PIC resembles the Pol II PIC, whereas the Pol I PIC is more divergent. The structures presented unravel the molecular mechanisms underlying the first steps of Pol III transcription and also the general conserved mechanisms of gene transcription initiation.","93 Citations"
"1707247060-46","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Centimetre-scale electron diffusion in photoactive organic heterostructures","https://www.nature.com/articles/nature25148","","64 Citations"
"1707247063-47","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Molecular mechanism of promoter opening by RNA polymerase III","https://www.nature.com/articles/nature25440","RNA polymerase III (Pol III) and transcription factor IIIB (TFIIIB) assemble together on different promoter types to initiate the transcription of small, structured RNAs. Here we present structures of Pol III preinitiation complexes, comprising the 17-subunit Pol III and the heterotrimeric transcription factor TFIIIB, bound to a natural promoter in different functional states. Electron cryo-microscopy reconstructions, varying from 3.7 Å to 5.5 Å resolution, include two early intermediates in which the DNA duplex is closed, an open DNA complex, and an initially transcribing complex with RNA in the active site. Our structures reveal an extremely tight, multivalent interaction between TFIIIB and promoter DNA, and explain how TFIIIB recruits Pol III. Together, TFIIIB and Pol III subunit C37 activate the intrinsic transcription factor-like activity of the Pol III-specific heterotrimer to initiate the melting of double-stranded DNA, in a mechanism similar to that of the Pol II system.","78 Citations"
"1707247067-48","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Emergent constraint on equilibrium climate sensitivity from global temperature variability","https://www.nature.com/articles/nature25450","","207 Citations"
"1707247071-49","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Innate and adaptive lymphocytes sequentially shape the gut microbiota and lipid metabolism","https://www.nature.com/articles/nature25437","","234 Citations"
"1707247076-50","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","The atomic structure of a eukaryotic oligosaccharyltransferase complex","https://www.nature.com/articles/nature25755","N-glycosylation is a ubiquitous modification of eukaryotic secretory and membrane-bound proteins; about 90% of glycoproteins are N-glycosylated. The reaction is catalysed by an eight-protein oligosaccharyltransferase (OST) complex that is embedded in the endoplasmic reticulum membrane. Our understanding of eukaryotic protein N-glycosylation has been limited owing to the lack of high-resolution structures. Here we report a 3.5 Å resolution cryo-electron microscopy structure of the Saccharomyces cerevisiae OST complex, revealing the structures of subunits Ost1–Ost5, Stt3, Wbp1 and Swp1. We found that seven phospholipids mediate many of the inter-subunit interactions, and an Stt3 N-glycan mediates interactions with Wbp1 and Swp1 in the lumen. Ost3 was found to mediate the OST–Sec61 translocon interface, funnelling the acceptor peptide towards the OST catalytic site as the nascent peptide emerges from the translocon. The structure provides insights into co-translational protein N-glycosylation, and may facilitate the development of small-molecule inhibitors that target this process.","86 Citations"
"1707247079-51","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=44","Structure and mechanogating mechanism of the Piezo1 channel","https://www.nature.com/articles/nature25743","The mechanosensitive Piezo channels function as key eukaryotic mechanotransducers. However, their structures and mechanogating mechanisms remain unknown. Here we determine the three-bladed, propeller-like electron cryo-microscopy structure of mouse Piezo1 and functionally reveal its mechanotransduction components. Despite the lack of sequence repetition, we identify nine repetitive units consisting of four transmembrane helices each—which we term transmembrane helical units (THUs)—which assemble into a highly curved blade-like structure. The last transmembrane helix encloses a hydrophobic pore, followed by three intracellular fenestration sites and side portals that contain pore-property-determining residues. The central region forms a 90?Å-long intracellular beam-like structure, which undergoes a lever-like motion to connect THUs to the pore via the interfaces of the C-terminal domain, the anchor-resembling domain and the outer helix. Deleting extracellular loops in the distal THUs or mutating single residues in the beam impairs the mechanical activation of Piezo1. Overall, Piezo1 possesses a unique 38-transmembrane-helix topology and designated mechanotransduction components, which enable a lever-like mechanogating mechanism.","306 Citations"
"1707247086-52","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Strong disk winds traced throughout outbursts in black-hole X-ray binaries","https://www.nature.com/articles/nature25159","","65 Citations"
"1707247089-53","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Evolutionary routes and KRAS dosage define pancreatic cancer phenotypes","https://www.nature.com/articles/nature25459","The poor correlation of mutational landscapes with phenotypes limits our understanding of the pathogenesis and metastasis of pancreatic ductal adenocarcinoma (PDAC). Here we show that oncogenic dosage-variation has a critical role in PDAC biology and phenotypic diversification. We find an increase in gene dosage of mutant KRAS in human PDAC precursors, which drives both early tumorigenesis and metastasis and thus rationalizes early PDAC dissemination. To overcome the limitations posed to gene dosage studies by the stromal richness of PDAC, we have developed large cell culture resources of metastatic mouse PDAC. Integration of cell culture genomes, transcriptomes and tumour phenotypes with functional studies and human data reveals additional widespread effects of oncogenic dosage variation on cell morphology and plasticity, histopathology and clinical outcome, with the highest KrasMUT levels underlying aggressive undifferentiated phenotypes. We also identify alternative oncogenic gains (Myc, Yap1 or Nfkb2), which collaborate with heterozygous KrasMUT in driving tumorigenesis, but have lower metastatic potential. Mechanistically, different oncogenic gains and dosages evolve along distinct evolutionary routes, licensed by defined allelic states and/or combinations of hallmark tumour suppressor alterations (Cdkn2a, Trp53, Tgfβ-pathway). Thus, evolutionary constraints and contingencies direct oncogenic dosage gain and variation along defined routes to drive the early progression of PDAC and shape its downstream biology. Our study uncovers universal principles of Ras-driven oncogenesis that have potential relevance beyond pancreatic cancer.","254 Citations"
"1707247093-54","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Tissue-selective effects of nucleolar stress and rDNA damage in developmental disorders","https://www.nature.com/articles/nature25449","","101 Citations"
"1707247096-55","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Mitochondria–lysosome contacts regulate mitochondrial fission via RAB7 GTP hydrolysis","https://www.nature.com/articles/nature25486","","478 Citations"
"1707247100-56","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","A major lineage of non-tailed dsDNA viruses as unrecognized killers of marine bacteria","https://www.nature.com/articles/nature25474","","127 Citations"
"1707247104-57","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Sequences enriched in Alu repeats drive nuclear localization of long RNAs in human cells","https://www.nature.com/articles/nature25757","","218 Citations"
"1707247107-58","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","The honeycomb maze provides a novel test to study hippocampal-dependent spatial navigation","https://www.nature.com/articles/nature25433","","25 Citations"
"1707247110-59","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","The axolotl genome and the evolution of key tissue formation regulators","https://www.nature.com/articles/nature25458","Salamanders serve as important tetrapod models for developmental, regeneration and evolutionary studies. An extensive molecular toolkit makes the Mexican axolotl (Ambystoma mexicanum) a key representative salamander for molecular investigations. Here we report the sequencing and assembly of the 32-gigabase-pair axolotl genome using an approach that combined long-read sequencing, optical mapping and development of a new genome assembler (MARVEL). We observed a size expansion of introns and intergenic regions, largely attributable to multiplication of long terminal repeat retroelements. We provide evidence that intron size in developmental genes is under constraint and that species-restricted genes may contribute to limb regeneration. The axolotl genome assembly does not contain the essential developmental gene Pax3. However, mutation of the axolotl Pax3 paralogue Pax7 resulted in an axolotl phenotype that was similar to those seen in Pax3−/− and Pax7−/− mutant mice. The axolotl genome provides a rich biological resource for developmental and evolutionary studies.","322 Citations"
"1707247113-60","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Mitochondrial translation requires folate-dependent tRNA methylation","https://www.nature.com/articles/nature25460","","168 Citations"
"1707247117-61","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Biomechanics of predator–prey arms race in lion, zebra, cheetah and impala","https://www.nature.com/articles/nature25479","The fastest and most manoeuvrable terrestrial animals are found in savannah habitats, where predators chase and capture running prey. Hunt outcome and success rate are critical to survival, so both predator and prey should evolve to be faster and/or more manoeuvrable. Here we compare locomotor characteristics in two pursuit predator–prey pairs, lion–zebra and cheetah–impala, in their natural savannah habitat in Botswana. We show that although cheetahs and impalas were universally more athletic than lions and zebras in terms of speed, acceleration and turning, within each predator–prey pair, the predators had 20% higher muscle fibre power than prey, 37% greater acceleration and 72% greater deceleration capacity than their prey. We simulated hunt dynamics with these data and showed that hunts at lower speeds enable prey to use their maximum manoeuvring capacity and favour prey survival, and that the predator needs to be more athletic than its prey to sustain a viable success rate.","102 Citations"
"1707247121-62","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Structure of the D2 dopamine receptor bound to the atypical antipsychotic drug risperidone","https://www.nature.com/articles/nature25758","","315 Citations"
"1707247124-63","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","The genome of Schmidtea mediterranea and the evolution of core cellular mechanisms","https://www.nature.com/articles/nature25473","The planarian Schmidtea mediterranea is an important model for stem cell research and regeneration, but adequate genome resources for this species have been lacking. Here we report a highly contiguous genome assembly of S. mediterranea, using long-read sequencing and a de novo assembler (MARVEL) enhanced for low-complexity reads. The S. mediterranea genome is highly polymorphic and repetitive, and harbours a novel class of giant retroelements. Furthermore, the genome assembly lacks a number of highly conserved genes, including critical components of the mitotic spindle assembly checkpoint, but planarians maintain checkpoint function. Our genome assembly provides a key model system resource that will be useful for studying regeneration and the evolutionary plasticity of core cell biological mechanisms.","144 Citations"
"1707247128-64","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Tet2 promotes pathogen infection-induced myelopoiesis through mRNA oxidation","https://www.nature.com/articles/nature25434","","142 Citations"
"1707247131-65","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Small-scale soft-bodied robot with multimodal locomotion","https://www.nature.com/articles/nature25443","","1439 Citations"
"1707247134-66","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","A parsec-scale optical jet from a massive young star in the Large Magellanic Cloud","https://www.nature.com/articles/nature25189","","22 Citations"
"1707247138-67","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Enhancement and sign change of magnetic correlations in a driven quantum many-body system","https://www.nature.com/articles/nature25135","","98 Citations"
"1707247142-68","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Early episodes of high-pressure core formation preserved in plume mantle","https://www.nature.com/articles/nature25446","","37 Citations"
"1707247146-69","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","A photophoretic-trap volumetric display","https://www.nature.com/articles/nature25176","","197 Citations"
"1707247149-70","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Enhancer redundancy provides phenotypic robustness in mammalian development","https://www.nature.com/articles/nature25461","","359 Citations"
"1707247153-71","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=43","Dopamine neuron activity before action initiation gates and invigorates future movements","https://www.nature.com/articles/nature25457","","288 Citations"
"1707247160-72","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=42","High performance plasma amyloid-β biomarkers for Alzheimer’s disease","https://www.nature.com/articles/nature25456","","1027 Citations"
"1707247164-73","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=42","Dynamic basis for dG•dT misincorporation via tautomerization and ionization","https://www.nature.com/articles/nature25487","","100 Citations"
"1707247167-74","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=42","Evolutionary history of the angiosperm flora of China","https://www.nature.com/articles/nature25485","","286 Citations"
"1707247170-75","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2018&page=42","Dynamics and number of trans-SNARE complexes determine nascent fusion pore properties","https://www.nature.com/articles/nature25481","","82 Citations"
